Frequent itemsets:
0.010224538893344026 : frozenset({'938', '111'})
0.012429831595829992 : frozenset({'948', '112'})
0.01152766639935846 : frozenset({'112', '957'})
0.01222935044105854 : frozenset({'141', '113'})
0.017542101042502006 : frozenset({'218', '113'})
0.010525260625501203 : frozenset({'269', '113'})
0.011427425821972734 : frozenset({'369', '113'})
0.01413392141138733 : frozenset({'497', '113'})
0.010625501202886928 : frozenset({'113', '511'})
0.012429831595829992 : frozenset({'530', '113'})
0.013933440256615878 : frozenset({'830', '113'})
0.011327185244587009 : frozenset({'116', '280'})
0.011226944667201283 : frozenset({'116', '284'})
0.010725741780272654 : frozenset({'116', '355'})
0.011226944667201283 : frozenset({'116', '369'})
0.012329591018444266 : frozenset({'116', '511'})
0.010725741780272654 : frozenset({'116', '562'})
0.011126704089815557 : frozenset({'116', '598'})
0.012028869286287089 : frozenset({'116', '634'})
0.010425020048115477 : frozenset({'116', '683'})
0.015236567762630313 : frozenset({'116', '767'})
0.01082598235765838 : frozenset({'116', '79'})
0.01152766639935846 : frozenset({'116', '830'})
0.013532477947072975 : frozenset({'116', '863'})
0.011928628708901363 : frozenset({'116', '957'})
0.0101242983159583 : frozenset({'117', '163'})
0.011126704089815557 : frozenset({'117', '218'})
0.011928628708901363 : frozenset({'117', '355'})
0.010625501202886928 : frozenset({'764', '117'})
0.011026463512429831 : frozenset({'117', '9'})
0.012530072173215718 : frozenset({'119', '511'})
0.019145950280673618 : frozenset({'530', '119'})
0.012129109863672815 : frozenset({'119', '541'})
0.010024057738572574 : frozenset({'119', '55'})
0.01293103448275862 : frozenset({'119', '896'})
0.012830793905372895 : frozenset({'218', '121'})
0.010725741780272654 : frozenset({'363', '121'})
0.014735364875701684 : frozenset({'369', '121'})
0.012630312750601443 : frozenset({'439', '121'})
0.010525260625501203 : frozenset({'530', '121'})
0.012830793905372895 : frozenset({'539', '121'})
0.010324779470729751 : frozenset({'121', '56'})
0.014334402566158781 : frozenset({'767', '121'})
0.0101242983159583 : frozenset({'776', '121'})
0.0101242983159583 : frozenset({'144', '123'})
0.010324779470729751 : frozenset({'349', '123'})
0.012329591018444266 : frozenset({'123', '369'})
0.010725741780272654 : frozenset({'123', '562'})
0.01152766639935846 : frozenset({'123', '693'})
0.011026463512429831 : frozenset({'947', '123'})
0.015136327185244587 : frozenset({'13', '218'})
0.012730553327987169 : frozenset({'363', '13'})
0.01343223736968725 : frozenset({'13', '369'})
0.010425020048115477 : frozenset({'13', '683'})
0.010525260625501203 : frozenset({'723', '13'})
0.012129109863672815 : frozenset({'13', '767'})
0.011026463512429831 : frozenset({'830', '13'})
0.010725741780272654 : frozenset({'884', '13'})
0.01152766639935846 : frozenset({'369', '130'})
0.010725741780272654 : frozenset({'481', '130'})
0.013933440256615878 : frozenset({'693', '130'})
0.010024057738572574 : frozenset({'767', '130'})
0.010324779470729751 : frozenset({'920', '130'})
0.011327185244587009 : frozenset({'133', '218'})
0.013933440256615878 : frozenset({'133', '896'})
0.012028869286287089 : frozenset({'137', '721'})
0.010425020048115477 : frozenset({'378', '139'})
0.010625501202886928 : frozenset({'530', '139'})
0.010425020048115477 : frozenset({'140', '495'})
0.015838011226944667 : frozenset({'141', '162'})
0.017742582197273458 : frozenset({'141', '178'})
0.01082598235765838 : frozenset({'184', '141'})
0.015437048917401764 : frozenset({'217', '141'})
0.021752205292702487 : frozenset({'141', '218'})
0.010525260625501203 : frozenset({'141', '230'})
0.012429831595829992 : frozenset({'141', '260'})
0.012530072173215718 : frozenset({'280', '141'})
0.015036086607858861 : frozenset({'141', '355'})
0.013532477947072975 : frozenset({'363', '141'})
0.027165196471531677 : frozenset({'141', '369'})
0.011728147554129912 : frozenset({'141', '382'})
0.020348837209302327 : frozenset({'141', '420'})
0.013833199679230152 : frozenset({'439', '141'})
0.010625501202886928 : frozenset({'141', '461'})
0.010625501202886928 : frozenset({'141', '468'})
0.01152766639935846 : frozenset({'141', '495'})
0.017842822774659182 : frozenset({'141', '511'})
0.017742582197273458 : frozenset({'530', '141'})
0.010525260625501203 : frozenset({'141', '554'})
0.015336808340016038 : frozenset({'598', '141'})
0.010324779470729751 : frozenset({'141', '615'})
0.0101242983159583 : frozenset({'141', '632'})
0.013532477947072975 : frozenset({'141', '693'})
0.012129109863672815 : frozenset({'141', '695'})
0.020148356054530876 : frozenset({'70', '141'})
0.015637530072173216 : frozenset({'141', '721'})
0.011728147554129912 : frozenset({'723', '141'})
0.010625501202886928 : frozenset({'141', '73'})
0.01483560545308741 : frozenset({'141', '767'})
0.014033680834001604 : frozenset({'141', '776'})
0.010024057738572574 : frozenset({'141', '798'})
0.020348837209302327 : frozenset({'830', '141'})
0.010525260625501203 : frozenset({'884', '141'})
0.013933440256615878 : frozenset({'141', '896'})
0.013833199679230152 : frozenset({'141', '898'})
0.012530072173215718 : frozenset({'141', '9'})
0.011427425821972734 : frozenset({'141', '920'})
0.013231756214915798 : frozenset({'938', '141'})
0.013131515637530072 : frozenset({'141', '957'})
0.011928628708901363 : frozenset({'141', '990'})
0.010224538893344026 : frozenset({'144', '291'})
0.011427425821972734 : frozenset({'144', '349'})
0.010525260625501203 : frozenset({'144', '674'})
0.013833199679230152 : frozenset({'144', '693'})
0.011026463512429831 : frozenset({'922', '144'})
0.010625501202886928 : frozenset({'144', '933'})
0.011126704089815557 : frozenset({'146', '16'})
0.018243785084202085 : frozenset({'176', '146'})
0.010525260625501203 : frozenset({'184', '146'})
0.026263031275060144 : frozenset({'218', '146'})
0.014234161988773055 : frozenset({'146', '230'})
0.010024057738572574 : frozenset({'278', '146'})
0.011928628708901363 : frozenset({'284', '146'})
0.011427425821972734 : frozenset({'146', '355'})
0.01222935044105854 : frozenset({'363', '146'})
0.015437048917401764 : frozenset({'369', '146'})
0.0101242983159583 : frozenset({'146', '39'})
0.01152766639935846 : frozenset({'420', '146'})
0.011427425821972734 : frozenset({'439', '146'})
0.012429831595829992 : frozenset({'481', '146'})
0.01293103448275862 : frozenset({'146', '490'})
0.01222935044105854 : frozenset({'146', '495'})
0.01643945469125902 : frozenset({'530', '146'})
0.0101242983159583 : frozenset({'582', '146'})
0.01343223736968725 : frozenset({'615', '146'})
0.01152766639935846 : frozenset({'632', '146'})
0.01082598235765838 : frozenset({'146', '635'})
0.0101242983159583 : frozenset({'146', '650'})
0.011427425821972734 : frozenset({'146', '652'})
0.011126704089815557 : frozenset({'146', '677'})
0.010625501202886928 : frozenset({'683', '146'})
0.011928628708901363 : frozenset({'146', '685'})
0.011327185244587009 : frozenset({'693', '146'})
0.011728147554129912 : frozenset({'146', '721'})
0.010625501202886928 : frozenset({'146', '739'})
0.011728147554129912 : frozenset({'146', '767'})
0.01222935044105854 : frozenset({'776', '146'})
0.010224538893344026 : frozenset({'146', '783'})
0.012028869286287089 : frozenset({'796', '146'})
0.014434643143544507 : frozenset({'83', '146'})
0.011627906976744186 : frozenset({'830', '146'})
0.0101242983159583 : frozenset({'844', '146'})
0.010425020048115477 : frozenset({'845', '146'})
0.011728147554129912 : frozenset({'863', '146'})
0.011327185244587009 : frozenset({'146', '896'})
0.010525260625501203 : frozenset({'919', '146'})
0.017040898155573376 : frozenset({'146', '957'})
0.011828388131515637 : frozenset({'152', '218'})
0.015637530072173216 : frozenset({'152', '237'})
0.010525260625501203 : frozenset({'284', '152'})
0.015136327185244587 : frozenset({'152', '369'})
0.016138732959101846 : frozenset({'382', '152'})
0.011226944667201283 : frozenset({'152', '511'})
0.016639935846030473 : frozenset({'530', '152'})
0.01222935044105854 : frozenset({'152', '685'})
0.013933440256615878 : frozenset({'152', '693'})
0.010224538893344026 : frozenset({'74', '152'})
0.010625501202886928 : frozenset({'152', '796'})
0.010024057738572574 : frozenset({'152', '827'})
0.011226944667201283 : frozenset({'830', '155'})
0.011828388131515637 : frozenset({'218', '16'})
0.011728147554129912 : frozenset({'16', '230'})
0.010625501202886928 : frozenset({'16', '317'})
0.012630312750601443 : frozenset({'471', '16'})
0.01293103448275862 : frozenset({'16', '580'})
0.011928628708901363 : frozenset({'65', '16'})
0.021050521251002405 : frozenset({'796', '16'})
0.011126704089815557 : frozenset({'922', '16'})
0.011427425821972734 : frozenset({'218', '162'})
0.010024057738572574 : frozenset({'295', '162'})
0.010024057738572574 : frozenset({'32', '162'})
0.0101242983159583 : frozenset({'350', '162'})
0.010024057738572574 : frozenset({'355', '162'})
0.014534883720930232 : frozenset({'369', '162'})
0.01082598235765838 : frozenset({'511', '162'})
0.010625501202886928 : frozenset({'662', '162'})
0.011126704089815557 : frozenset({'71', '162'})
0.011728147554129912 : frozenset({'796', '162'})
0.010525260625501203 : frozenset({'842', '162'})
0.01553728949478749 : frozenset({'162', '9'})
0.010425020048115477 : frozenset({'938', '162'})
0.013532477947072975 : frozenset({'957', '162'})
0.010024057738572574 : frozenset({'162', '990'})
0.01293103448275862 : frozenset({'884', '163'})
0.012630312750601443 : frozenset({'284', '172'})
0.013532477947072975 : frozenset({'172', '369'})
0.01814354450681636 : frozenset({'172', '523'})
0.010926222935044106 : frozenset({'530', '172'})
0.010324779470729751 : frozenset({'554', '172'})
0.01152766639935846 : frozenset({'172', '56'})
0.0136327185244587 : frozenset({'630', '172'})
0.011327185244587009 : frozenset({'172', '633'})
0.01082598235765838 : frozenset({'172', '677'})
0.01293103448275862 : frozenset({'172', '693'})
0.010224538893344026 : frozenset({'172', '941'})
0.0136327185244587 : frozenset({'240', '176'})
0.014735364875701684 : frozenset({'280', '176'})
0.010224538893344026 : frozenset({'284', '176'})
0.010725741780272654 : frozenset({'176', '295'})
0.010625501202886928 : frozenset({'344', '176'})
0.013532477947072975 : frozenset({'176', '369'})
0.012429831595829992 : frozenset({'420', '176'})
0.013131515637530072 : frozenset({'439', '176'})
0.011327185244587009 : frozenset({'49', '176'})
0.010425020048115477 : frozenset({'176', '511'})
0.01884522854851644 : frozenset({'530', '176'})
0.013833199679230152 : frozenset({'176', '58'})
0.010725741780272654 : frozenset({'176', '580'})
0.012329591018444266 : frozenset({'632', '176'})
0.012028869286287089 : frozenset({'176', '695'})
0.01222935044105854 : frozenset({'723', '176'})
0.010425020048115477 : frozenset({'176', '789'})
0.010525260625501203 : frozenset({'176', '796'})
0.012630312750601443 : frozenset({'830', '176'})
0.010525260625501203 : frozenset({'176', '834'})
0.014033680834001604 : frozenset({'176', '957'})
0.010525260625501203 : frozenset({'217', '178'})
0.02165196471531676 : frozenset({'178', '218'})
0.013833199679230152 : frozenset({'228', '178'})
0.014434643143544507 : frozenset({'178', '237'})
0.01343223736968725 : frozenset({'178', '369'})
0.011427425821972734 : frozenset({'382', '178'})
0.019145950280673618 : frozenset({'439', '178'})
0.010425020048115477 : frozenset({'530', '178'})
0.0101242983159583 : frozenset({'554', '178'})
0.014033680834001604 : frozenset({'598', '178'})
0.010024057738572574 : frozenset({'178', '73'})
0.010224538893344026 : frozenset({'178', '776'})
0.0167401764234162 : frozenset({'799', '178'})
0.01082598235765838 : frozenset({'178', '813'})
0.011427425821972734 : frozenset({'863', '178'})
0.01222935044105854 : frozenset({'178', '957'})
0.010324779470729751 : frozenset({'181', '681'})
0.010224538893344026 : frozenset({'181', '721'})
0.01082598235765838 : frozenset({'723', '181'})
0.0167401764234162 : frozenset({'181', '830'})
0.011026463512429831 : frozenset({'184', '199'})
0.012730553327987169 : frozenset({'205', '184'})
0.022554129911788293 : frozenset({'184', '218'})
0.013231756214915798 : frozenset({'184', '369'})
0.014234161988773055 : frozenset({'184', '420'})
0.011728147554129912 : frozenset({'439', '184'})
0.021752205292702487 : frozenset({'184', '562'})
0.010024057738572574 : frozenset({'184', '607'})
0.011728147554129912 : frozenset({'184', '721'})
0.011728147554129912 : frozenset({'184', '767'})
0.011928628708901363 : frozenset({'184', '789'})
0.011126704089815557 : frozenset({'184', '796'})
0.010024057738572574 : frozenset({'184', '810'})
0.01222935044105854 : frozenset({'830', '184'})
0.0167401764234162 : frozenset({'184', '957'})
0.0136327185244587 : frozenset({'184', '967'})
0.010324779470729751 : frozenset({'420', '193'})
0.011427425821972734 : frozenset({'509', '193'})
0.014234161988773055 : frozenset({'193', '721'})
0.010625501202886928 : frozenset({'194', '198'})
0.010425020048115477 : frozenset({'260', '194'})
0.014234161988773055 : frozenset({'33', '194'})
0.011627906976744186 : frozenset({'402', '194'})
0.010525260625501203 : frozenset({'424', '194'})
0.010324779470729751 : frozenset({'493', '194'})
0.011427425821972734 : frozenset({'522', '194'})
0.011427425821972734 : frozenset({'527', '194'})
0.010324779470729751 : frozenset({'578', '194'})
0.01082598235765838 : frozenset({'73', '194'})
0.010425020048115477 : frozenset({'842', '194'})
0.011427425821972734 : frozenset({'194', '990'})
0.010425020048115477 : frozenset({'759', '195'})
0.017241379310344827 : frozenset({'530', '197'})
0.012129109863672815 : frozenset({'197', '577'})
0.011728147554129912 : frozenset({'675', '197'})
0.011728147554129912 : frozenset({'723', '197'})
0.017341619887730555 : frozenset({'260', '198'})
0.011427425821972734 : frozenset({'33', '198'})
0.010625501202886928 : frozenset({'369', '198'})
0.010725741780272654 : frozenset({'402', '198'})
0.010725741780272654 : frozenset({'424', '198'})
0.010425020048115477 : frozenset({'493', '198'})
0.013231756214915798 : frozenset({'511', '198'})
0.010324779470729751 : frozenset({'522', '198'})
0.011327185244587009 : frozenset({'527', '198'})
0.01222935044105854 : frozenset({'578', '198'})
0.011026463512429831 : frozenset({'73', '198'})
0.01744186046511628 : frozenset({'842', '198'})
0.019747393744987973 : frozenset({'990', '198'})
0.01553728949478749 : frozenset({'218', '199'})
0.010725741780272654 : frozenset({'199', '459'})
0.010224538893344026 : frozenset({'481', '199'})
0.017241379310344827 : frozenset({'530', '199'})
0.011226944667201283 : frozenset({'607', '199'})
0.011928628708901363 : frozenset({'767', '199'})
0.010024057738572574 : frozenset({'779', '199'})
0.019446672012830794 : frozenset({'205', '218'})
0.015236567762630313 : frozenset({'277', '205'})
0.011126704089815557 : frozenset({'205', '28'})
0.010024057738572574 : frozenset({'205', '350'})
0.0101242983159583 : frozenset({'205', '369'})
0.011728147554129912 : frozenset({'205', '378'})
0.022353648757016842 : frozenset({'205', '420'})
0.011627906976744186 : frozenset({'205', '451'})
0.012429831595829992 : frozenset({'205', '473'})
0.010625501202886928 : frozenset({'205', '490'})
0.016138732959101846 : frozenset({'205', '530'})
0.01884522854851644 : frozenset({'205', '562'})
0.0101242983159583 : frozenset({'205', '577'})
0.010525260625501203 : frozenset({'205', '612'})
0.01152766639935846 : frozenset({'205', '615'})
0.011728147554129912 : frozenset({'205', '723'})
0.01152766639935846 : frozenset({'205', '767'})
0.01222935044105854 : frozenset({'205', '830'})
0.010425020048115477 : frozenset({'205', '896'})
0.012129109863672815 : frozenset({'218', '206'})
0.012630312750601443 : frozenset({'284', '206'})
0.010425020048115477 : frozenset({'351', '206'})
0.01884522854851644 : frozenset({'369', '206'})
0.012429831595829992 : frozenset({'439', '206'})
0.01293103448275862 : frozenset({'451', '206'})
0.011327185244587009 : frozenset({'562', '206'})
0.010324779470729751 : frozenset({'594', '206'})
0.010425020048115477 : frozenset({'683', '206'})
0.015236567762630313 : frozenset({'723', '206'})
0.014635124298315958 : frozenset({'206', '767'})
0.010024057738572574 : frozenset({'776', '206'})
0.012730553327987169 : frozenset({'206', '783'})
0.010525260625501203 : frozenset({'796', '206'})
0.011427425821972734 : frozenset({'206', '801'})
0.0136327185244587 : frozenset({'830', '206'})
0.01653969526864475 : frozenset({'206', '957'})
0.0101242983159583 : frozenset({'764', '207'})
0.011226944667201283 : frozenset({'208', '369'})
0.010224538893344026 : frozenset({'208', '495'})
0.010224538893344026 : frozenset({'208', '511'})
0.01082598235765838 : frozenset({'208', '577'})
0.013331996792301523 : frozenset({'217', '218'})
0.010725741780272654 : frozenset({'218', '22'})
0.010324779470729751 : frozenset({'228', '218'})
0.01553728949478749 : frozenset({'218', '230'})
0.013331996792301523 : frozenset({'218', '237'})
0.012329591018444266 : frozenset({'218', '240'})
0.010926222935044106 : frozenset({'277', '218'})
0.018744987971130715 : frozenset({'280', '218'})
0.023456295108259823 : frozenset({'284', '218'})
0.011226944667201283 : frozenset({'218', '305'})
0.01152766639935846 : frozenset({'218', '309'})
0.012329591018444266 : frozenset({'316', '218'})
0.012530072173215718 : frozenset({'32', '218'})
0.012830793905372895 : frozenset({'218', '33'})
0.011126704089815557 : frozenset({'347', '218'})
0.013732959101844426 : frozenset({'218', '348'})
0.017842822774659182 : frozenset({'218', '350'})
0.010224538893344026 : frozenset({'351', '218'})
0.015637530072173216 : frozenset({'218', '355'})
0.0101242983159583 : frozenset({'218', '359'})
0.015136327185244587 : frozenset({'363', '218'})
0.024859663191659984 : frozenset({'218', '369'})
0.01643945469125902 : frozenset({'382', '218'})
0.010024057738572574 : frozenset({'218', '40'})
0.012830793905372895 : frozenset({'218', '402'})
0.02967121090617482 : frozenset({'420', '218'})
0.02054931836407378 : frozenset({'439', '218'})
0.010425020048115477 : frozenset({'441', '218'})
0.01653969526864475 : frozenset({'218', '461'})
0.014735364875701684 : frozenset({'218', '468'})
0.014234161988773055 : frozenset({'218', '481'})
0.015637530072173216 : frozenset({'218', '490'})
0.014534883720930232 : frozenset({'218', '495'})
0.018444266238973536 : frozenset({'218', '497'})
0.017842822774659182 : frozenset({'218', '511'})
0.012129109863672815 : frozenset({'218', '523'})
0.016840417000801924 : frozenset({'218', '527'})
0.023957497995188454 : frozenset({'530', '218'})
0.011126704089815557 : frozenset({'218', '535'})
0.010324779470729751 : frozenset({'218', '542'})
0.01152766639935846 : frozenset({'549', '218'})
0.011928628708901363 : frozenset({'218', '551'})
0.01343223736968725 : frozenset({'554', '218'})
0.010324779470729751 : frozenset({'218', '56'})
0.0268644747393745 : frozenset({'218', '562'})
0.01222935044105854 : frozenset({'218', '568'})
0.012730553327987169 : frozenset({'218', '570'})
0.013331996792301523 : frozenset({'218', '582'})
0.010525260625501203 : frozenset({'592', '218'})
0.011928628708901363 : frozenset({'218', '594'})
0.01794306335204491 : frozenset({'598', '218'})
0.013732959101844426 : frozenset({'218', '599'})
0.014234161988773055 : frozenset({'218', '607'})
0.012028869286287089 : frozenset({'218', '615'})
0.013031275060144346 : frozenset({'632', '218'})
0.012530072173215718 : frozenset({'662', '218'})
0.01082598235765838 : frozenset({'664', '218'})
0.014334402566158781 : frozenset({'676', '218'})
0.012028869286287089 : frozenset({'218', '679'})
0.014735364875701684 : frozenset({'683', '218'})
0.01764234161988773 : frozenset({'218', '685'})
0.021351242983159584 : frozenset({'218', '693'})
0.011327185244587009 : frozenset({'218', '721'})
0.019246190858059342 : frozenset({'723', '218'})
0.011226944667201283 : frozenset({'218', '73'})
0.012028869286287089 : frozenset({'218', '739'})
0.022554129911788293 : frozenset({'74', '218'})
0.011427425821972734 : frozenset({'759', '218'})
0.01413392141138733 : frozenset({'76', '218'})
0.02285485164394547 : frozenset({'218', '767'})
0.02044907778668805 : frozenset({'218', '776'})
0.018544506816359264 : frozenset({'218', '779'})
0.013833199679230152 : frozenset({'218', '786'})
0.013933440256615878 : frozenset({'218', '796'})
0.013231756214915798 : frozenset({'218', '798'})
0.01222935044105854 : frozenset({'799', '218'})
0.012830793905372895 : frozenset({'218', '801'})
0.011026463512429831 : frozenset({'218', '821'})
0.024057738572574178 : frozenset({'830', '218'})
0.017141138732959103 : frozenset({'845', '218'})
0.011126704089815557 : frozenset({'858', '218'})
0.017842822774659182 : frozenset({'863', '218'})
0.016639935846030473 : frozenset({'884', '218'})
0.011226944667201283 : frozenset({'218', '889'})
0.018344025661587812 : frozenset({'218', '896'})
0.012129109863672815 : frozenset({'218', '9'})
0.017742582197273458 : frozenset({'218', '915'})
0.014735364875701684 : frozenset({'218', '919'})
0.010324779470729751 : frozenset({'218', '920'})
0.013331996792301523 : frozenset({'938', '218'})
0.012630312750601443 : frozenset({'945', '218'})
0.013532477947072975 : frozenset({'947', '218'})
0.013933440256615878 : frozenset({'218', '953'})
0.019446672012830794 : frozenset({'218', '957'})
0.01152766639935846 : frozenset({'218', '959'})
0.01623897353648757 : frozenset({'218', '967'})
0.011226944667201283 : frozenset({'218', '98'})
0.011928628708901363 : frozenset({'280', '22'})
0.013131515637530072 : frozenset({'284', '22'})
0.015437048917401764 : frozenset({'369', '22'})
0.0101242983159583 : frozenset({'414', '22'})
0.01653969526864475 : frozenset({'562', '22'})
0.0101242983159583 : frozenset({'693', '22'})
0.012830793905372895 : frozenset({'767', '22'})
0.010625501202886928 : frozenset({'776', '22'})
0.011627906976744186 : frozenset({'947', '22'})
0.014434643143544507 : frozenset({'957', '22'})
0.010324779470729751 : frozenset({'598', '224'})
0.011226944667201283 : frozenset({'439', '225'})
0.010324779470729751 : frozenset({'228', '549'})
0.010926222935044106 : frozenset({'228', '562'})
0.010224538893344026 : frozenset({'228', '796'})
0.011627906976744186 : frozenset({'228', '896'})
0.021351242983159584 : frozenset({'284', '230'})
0.010324779470729751 : frozenset({'355', '230'})
0.014033680834001604 : frozenset({'369', '230'})
0.011828388131515637 : frozenset({'450', '230'})
0.013732959101844426 : frozenset({'530', '230'})
0.012530072173215718 : frozenset({'582', '230'})
0.013933440256615878 : frozenset({'632', '230'})
0.010224538893344026 : frozenset({'652', '230'})
0.017341619887730555 : frozenset({'664', '230'})
0.010224538893344026 : frozenset({'687', '230'})
0.013131515637530072 : frozenset({'693', '230'})
0.010525260625501203 : frozenset({'721', '230'})
0.010224538893344026 : frozenset({'767', '230'})
0.011327185244587009 : frozenset({'830', '230'})
0.019246190858059342 : frozenset({'957', '230'})
0.010525260625501203 : frozenset({'723', '235'})
0.013833199679230152 : frozenset({'830', '235'})
0.013833199679230152 : frozenset({'240', '237'})
0.010024057738572574 : frozenset({'237', '33'})
0.015336808340016038 : frozenset({'382', '237'})
0.01222935044105854 : frozenset({'237', '511'})
0.018043303929430633 : frozenset({'530', '237'})
0.010725741780272654 : frozenset({'654', '237'})
0.01293103448275862 : frozenset({'685', '237'})
0.0167401764234162 : frozenset({'693', '237'})
0.012630312750601443 : frozenset({'721', '237'})
0.013833199679230152 : frozenset({'723', '237'})
0.011226944667201283 : frozenset({'74', '237'})
0.012730553327987169 : frozenset({'767', '237'})
0.011226944667201283 : frozenset({'827', '237'})
0.012530072173215718 : frozenset({'830', '237'})
0.013231756214915798 : frozenset({'880', '237'})
0.015036086607858861 : frozenset({'889', '237'})
0.011026463512429831 : frozenset({'284', '240'})
0.012630312750601443 : frozenset({'240', '369'})
0.010425020048115477 : frozenset({'379', '240'})
0.010926222935044106 : frozenset({'420', '240'})
0.01744186046511628 : frozenset({'439', '240'})
0.010926222935044106 : frozenset({'454', '240'})
0.010525260625501203 : frozenset({'240', '511'})
0.01152766639935846 : frozenset({'530', '240'})
0.014534883720930232 : frozenset({'723', '240'})
0.015637530072173216 : frozenset({'240', '796'})
0.015437048917401764 : frozenset({'240', '889'})
0.012630312750601443 : frozenset({'240', '9'})
0.012028869286287089 : frozenset({'938', '240'})
0.012830793905372895 : frozenset({'240', '957'})
0.010224538893344026 : frozenset({'243', '511'})
0.012830793905372895 : frozenset({'530', '243'})
0.010024057738572574 : frozenset({'243', '72'})
0.011026463512429831 : frozenset({'243', '767'})
0.012429831595829992 : frozenset({'938', '243'})
0.010425020048115477 : frozenset({'247', '369'})
0.010725741780272654 : frozenset({'247', '915'})
0.011928628708901363 : frozenset({'284', '253'})
0.011427425821972734 : frozenset({'260', '33'})
0.012730553327987169 : frozenset({'260', '402'})
0.010425020048115477 : frozenset({'424', '260'})
0.010224538893344026 : frozenset({'260', '493'})
0.01082598235765838 : frozenset({'260', '511'})
0.010024057738572574 : frozenset({'260', '522'})
0.015136327185244587 : frozenset({'260', '527'})
0.010525260625501203 : frozenset({'260', '578'})
0.010425020048115477 : frozenset({'260', '71'})
0.011226944667201283 : frozenset({'260', '73'})
0.017141138732959103 : frozenset({'260', '842'})
0.010725741780272654 : frozenset({'260', '9'})
0.01934643143544507 : frozenset({'260', '990'})
0.014234161988773055 : frozenset({'264', '468'})
0.013933440256615878 : frozenset({'264', '47'})
0.013231756214915798 : frozenset({'264', '642'})
0.013933440256615878 : frozenset({'662', '264'})
0.014033680834001604 : frozenset({'264', '801'})
0.015136327185244587 : frozenset({'830', '264'})
0.01082598235765838 : frozenset({'267', '898'})
0.0101242983159583 : frozenset({'369', '276'})
0.010926222935044106 : frozenset({'276', '957'})
0.011327185244587009 : frozenset({'277', '369'})
0.012028869286287089 : frozenset({'277', '420'})
0.015938251804330394 : frozenset({'277', '530'})
0.012630312750601443 : frozenset({'277', '562'})
0.012830793905372895 : frozenset({'277', '577'})
0.010024057738572574 : frozenset({'277', '695'})
0.0202485966319166 : frozenset({'277', '723'})
0.012730553327987169 : frozenset({'277', '830'})
0.010425020048115477 : frozenset({'277', '957'})
0.01082598235765838 : frozenset({'28', '59'})
0.011427425821972734 : frozenset({'284', '280'})
0.013131515637530072 : frozenset({'280', '295'})
0.012329591018444266 : frozenset({'280', '33'})
0.012028869286287089 : frozenset({'280', '344'})
0.015637530072173216 : frozenset({'280', '355'})
0.011427425821972734 : frozenset({'363', '280'})
0.023456295108259823 : frozenset({'280', '369'})
0.011026463512429831 : frozenset({'280', '378'})
0.011126704089815557 : frozenset({'414', '280'})
0.018744987971130715 : frozenset({'280', '420'})
0.01934643143544507 : frozenset({'439', '280'})
0.01222935044105854 : frozenset({'280', '461'})
0.016138732959101846 : frozenset({'280', '481'})
0.011728147554129912 : frozenset({'280', '49'})
0.013131515637530072 : frozenset({'280', '511'})
0.012429831595829992 : frozenset({'280', '52'})
0.01603849238171612 : frozenset({'530', '280'})
0.015236567762630313 : frozenset({'280', '549'})
0.015236567762630313 : frozenset({'280', '562'})
0.011226944667201283 : frozenset({'280', '577'})
0.014534883720930232 : frozenset({'280', '59'})
0.0167401764234162 : frozenset({'280', '606'})
0.012429831595829992 : frozenset({'280', '632'})
0.01222935044105854 : frozenset({'662', '280'})
0.011126704089815557 : frozenset({'280', '693'})
0.011627906976744186 : frozenset({'280', '71'})
0.011427425821972734 : frozenset({'280', '72'})
0.015437048917401764 : frozenset({'723', '280'})
0.010525260625501203 : frozenset({'280', '73'})
0.021150761828388133 : frozenset({'280', '753'})
0.019145950280673618 : frozenset({'280', '767'})
0.013532477947072975 : frozenset({'280', '776'})
0.011928628708901363 : frozenset({'280', '789'})
0.010024057738572574 : frozenset({'280', '793'})
0.013933440256615878 : frozenset({'830', '280'})
0.010425020048115477 : frozenset({'280', '889'})
0.010024057738572574 : frozenset({'938', '280'})
0.022554129911788293 : frozenset({'947', '280'})
0.01152766639935846 : frozenset({'280', '957'})
0.011126704089815557 : frozenset({'280', '990'})
0.010926222935044106 : frozenset({'281', '369'})
0.010425020048115477 : frozenset({'439', '281'})
0.01293103448275862 : frozenset({'281', '601'})
0.010324779470729751 : frozenset({'723', '281'})
0.010224538893344026 : frozenset({'887', '281'})
0.015336808340016038 : frozenset({'938', '281'})
0.012630312750601443 : frozenset({'3', '284'})
0.01222935044105854 : frozenset({'32', '284'})
0.013331996792301523 : frozenset({'335', '284'})
0.011828388131515637 : frozenset({'284', '355'})
0.01764234161988773 : frozenset({'363', '284'})
0.020850040096230954 : frozenset({'284', '369'})
0.015336808340016038 : frozenset({'284', '420'})
0.017842822774659182 : frozenset({'284', '439'})
0.013131515637530072 : frozenset({'284', '450'})
0.014534883720930232 : frozenset({'284', '451'})
0.011327185244587009 : frozenset({'284', '471'})
0.012530072173215718 : frozenset({'284', '490'})
0.012630312750601443 : frozenset({'284', '497'})
0.016138732959101846 : frozenset({'284', '511'})
0.012530072173215718 : frozenset({'530', '284'})
0.010525260625501203 : frozenset({'284', '549'})
0.015336808340016038 : frozenset({'284', '56'})
0.014033680834001604 : frozenset({'284', '562'})
0.012329591018444266 : frozenset({'284', '641'})
